,participant_id,age,agent,color,video_order,video_url,rating_enjoyment,rating_danger,rating_map_difficulty,perceived_playing_style,game_familiarity,watch_gaming_frequency,model_name,amplitude_condition,danger_condition,danger_score,map_difficulty_condition,map_difficulty_score,trajectory_unit,trajectory_model,trajectory
0,9176-0c7b52a3-1e6d-4010-ab92-d847a52a1368,29,low_danger_high_difficulty,red,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_red.mp4,,49.0,,62.0,2.0,2.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1,9176-0c7b52a3-1e6d-4010-ab92-d847a52a1368,29,high_danger_low_difficulty,blue,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_blue.mp4,,55.0,,62.0,2.0,2.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
2,9176-0c7b52a3-1e6d-4010-ab92-d847a52a1368,29,low_danger_low_difficulty,yellow,3,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_yellow.mp4,,29.0,,62.0,2.0,2.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
3,9176-0c7b52a3-1e6d-4010-ab92-d847a52a1368,29,high_danger_high_difficulty,green,4,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_green.mp4,,79.0,,62.0,2.0,2.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
4,3900-f68b2fa7-dbe5-4cd8-9009-29629a165614,65,low_danger_high_difficulty,blue,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_blue.mp4,,,12.0,55.0,1.0,0.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
5,3900-f68b2fa7-dbe5-4cd8-9009-29629a165614,65,high_danger_low_difficulty,yellow,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_yellow.mp4,,,71.0,55.0,1.0,0.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
6,3900-f68b2fa7-dbe5-4cd8-9009-29629a165614,65,low_danger_low_difficulty,green,3,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_green.mp4,,,82.0,55.0,1.0,0.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
7,3900-f68b2fa7-dbe5-4cd8-9009-29629a165614,65,high_danger_high_difficulty,red,4,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_red.mp4,,,80.0,55.0,1.0,0.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
8,3945-4ef3c975-fd82-43ee-a383-5598c3c5480f,56,low_danger_high_difficulty,yellow,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_yellow.mp4,50.0,,,82.0,0.0,2.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
9,3945-4ef3c975-fd82-43ee-a383-5598c3c5480f,56,high_danger_low_difficulty,green,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_green.mp4,84.0,,,82.0,0.0,2.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
10,3945-4ef3c975-fd82-43ee-a383-5598c3c5480f,56,low_danger_low_difficulty,red,3,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_red.mp4,56.0,,,82.0,0.0,2.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
11,3945-4ef3c975-fd82-43ee-a383-5598c3c5480f,56,high_danger_high_difficulty,blue,4,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_blue.mp4,83.0,,,82.0,0.0,2.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
12,6654-b0f40fa1-16df-48df-b85e-16e589c6309f,24,low_danger_high_difficulty,green,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_green.mp4,,17.0,,12.0,3.0,4.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
13,6654-b0f40fa1-16df-48df-b85e-16e589c6309f,24,high_danger_low_difficulty,red,2,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_red.mp4,,77.0,,12.0,3.0,4.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
14,6654-b0f40fa1-16df-48df-b85e-16e589c6309f,24,low_danger_low_difficulty,blue,3,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_blue.mp4,,5.0,,12.0,3.0,4.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
15,6654-b0f40fa1-16df-48df-b85e-16e589c6309f,24,high_danger_high_difficulty,yellow,4,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_yellow.mp4,,71.0,,12.0,3.0,4.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
16,8361-853fcc14-1cc8-47b8-9c70-a6b872d62e98,52,low_danger_high_difficulty,red,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_red.mp4,,,89.0,74.0,1.0,1.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
17,8361-853fcc14-1cc8-47b8-9c70-a6b872d62e98,52,high_danger_low_difficulty,blue,2,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_blue.mp4,,,84.0,74.0,1.0,1.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
18,8361-853fcc14-1cc8-47b8-9c70-a6b872d62e98,52,low_danger_low_difficulty,yellow,3,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_yellow.mp4,,,25.0,74.0,1.0,1.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
19,8361-853fcc14-1cc8-47b8-9c70-a6b872d62e98,52,high_danger_high_difficulty,green,4,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_green.mp4,,,43.0,74.0,1.0,1.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
20,9093-0ec93883-8fb9-4ec0-98cd-42a39ff18f5a,74,low_danger_high_difficulty,yellow,1,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty_55.67_yellow.mp4,,19.0,,19.0,0.0,2.0,mr_5_2_20,low,low,0.38,high,0.5567,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
21,9093-0ec93883-8fb9-4ec0-98cd-42a39ff18f5a,74,high_danger_low_difficulty,green,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty_46.00_green.mp4,,20.0,,19.0,0.0,2.0,mr_5_2_20,low,high,0.5,low,0.46,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
22,9093-0ec93883-8fb9-4ec0-98cd-42a39ff18f5a,74,low_danger_low_difficulty,red,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_red.mp4,,46.0,,19.0,0.0,2.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
23,9093-0ec93883-8fb9-4ec0-98cd-42a39ff18f5a,74,high_danger_high_difficulty,blue,4,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty_70.33_blue.mp4,,55.0,,19.0,0.0,2.0,mr_5_2_20,high,high,0.62,high,0.7033,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
24,7259-ab2bb8c4-98f0-4049-b4fd-8cef9c4dd204,41,low_danger_high_difficulty,blue,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_blue.mp4,49.0,,,30.0,1.0,0.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
25,7259-ab2bb8c4-98f0-4049-b4fd-8cef9c4dd204,41,high_danger_low_difficulty,yellow,2,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_yellow.mp4,52.0,,,30.0,1.0,0.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
26,7259-ab2bb8c4-98f0-4049-b4fd-8cef9c4dd204,41,low_danger_low_difficulty,green,3,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_green.mp4,48.0,,,30.0,1.0,0.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
27,7259-ab2bb8c4-98f0-4049-b4fd-8cef9c4dd204,41,high_danger_high_difficulty,red,4,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_red.mp4,57.0,,,30.0,1.0,0.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
28,4322-90147fcf-a73b-4801-bf05-a8249e6e55e2,57,low_danger_high_difficulty,red,1,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty_55.67_red.mp4,57.0,,,25.0,2.0,2.0,mr_5_2_20,low,low,0.38,high,0.5567,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
29,4322-90147fcf-a73b-4801-bf05-a8249e6e55e2,57,high_danger_low_difficulty,blue,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty_46.00_blue.mp4,55.0,,,25.0,2.0,2.0,mr_5_2_20,low,high,0.5,low,0.46,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
30,4322-90147fcf-a73b-4801-bf05-a8249e6e55e2,57,low_danger_low_difficulty,yellow,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_yellow.mp4,32.0,,,25.0,2.0,2.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
31,4322-90147fcf-a73b-4801-bf05-a8249e6e55e2,57,high_danger_high_difficulty,green,4,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty_70.33_green.mp4,74.0,,,25.0,2.0,2.0,mr_5_2_20,high,high,0.62,high,0.7033,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
32,0138-393c23e6-cb2e-4a4e-bfe8-3d24d7015104,48,low_danger_high_difficulty,green,1,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty_70.00_green.mp4,50.0,,,41.0,0.0,0.0,mr_5_2_20,high,low,0.48,high,0.7,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
33,0138-393c23e6-cb2e-4a4e-bfe8-3d24d7015104,48,high_danger_low_difficulty,red,2,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_red.mp4,52.0,,,41.0,0.0,0.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
34,0138-393c23e6-cb2e-4a4e-bfe8-3d24d7015104,48,low_danger_low_difficulty,blue,3,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty_46.00_blue.mp4,66.0,,,41.0,0.0,0.0,mr_5_2_20,low,low,0.39,low,0.46,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
35,0138-393c23e6-cb2e-4a4e-bfe8-3d24d7015104,48,high_danger_high_difficulty,yellow,4,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_yellow.mp4,57.0,,,41.0,0.0,0.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
36,6835-2f488d79-7fb7-488f-9850-fd786802da10,28,low_danger_high_difficulty,blue,1,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_blue.mp4,,,22.0,15.0,2.0,4.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
37,6835-2f488d79-7fb7-488f-9850-fd786802da10,28,high_danger_low_difficulty,yellow,2,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty_48.00_yellow.mp4,,,16.0,15.0,2.0,4.0,unlimited,low,high,0.47,low,0.48,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty,unlimited,unlimited_low_amplitude
38,6835-2f488d79-7fb7-488f-9850-fd786802da10,28,low_danger_low_difficulty,green,3,unlimited_trajectory_high_amplitude_low_danger_0.045_low_difficulty_53.33_green.mp4,,,40.0,15.0,2.0,4.0,unlimited,high,low,0.44999999999999996,low,0.5333,unlimited_trajectory_high_amplitude_low_danger_0.045_low_difficulty,unlimited,unlimited_high_amplitude
39,6835-2f488d79-7fb7-488f-9850-fd786802da10,28,high_danger_high_difficulty,red,4,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_red.mp4,,,33.0,15.0,2.0,4.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
40,8424-fc376d80-ec8a-403c-8de8-bf707ed8c1ff,34,low_danger_high_difficulty,green,1,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty_55.67_green.mp4,,,25.0,33.0,2.0,4.0,mr_5_2_20,low,low,0.38,high,0.5567,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
41,8424-fc376d80-ec8a-403c-8de8-bf707ed8c1ff,34,high_danger_low_difficulty,red,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty_46.00_red.mp4,,,7.0,33.0,2.0,4.0,mr_5_2_20,low,high,0.5,low,0.46,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
42,8424-fc376d80-ec8a-403c-8de8-bf707ed8c1ff,34,low_danger_low_difficulty,blue,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_blue.mp4,,,69.0,33.0,2.0,4.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
43,8424-fc376d80-ec8a-403c-8de8-bf707ed8c1ff,34,high_danger_high_difficulty,yellow,4,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty_70.33_yellow.mp4,,,82.0,33.0,2.0,4.0,mr_5_2_20,high,high,0.62,high,0.7033,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
44,1402-a115c865-c4e4-4e29-92ab-3e2047b366dd,35,low_danger_high_difficulty,yellow,1,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_yellow.mp4,65.0,,,38.0,3.0,1.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
45,1402-a115c865-c4e4-4e29-92ab-3e2047b366dd,35,high_danger_low_difficulty,green,2,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty_48.00_green.mp4,64.0,,,38.0,3.0,1.0,unlimited,low,high,0.47,low,0.48,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty,unlimited,unlimited_low_amplitude
46,1402-a115c865-c4e4-4e29-92ab-3e2047b366dd,35,low_danger_low_difficulty,red,3,unlimited_trajectory_high_amplitude_low_danger_0.045_low_difficulty_53.33_red.mp4,60.0,,,38.0,3.0,1.0,unlimited,high,low,0.44999999999999996,low,0.5333,unlimited_trajectory_high_amplitude_low_danger_0.045_low_difficulty,unlimited,unlimited_high_amplitude
47,1402-a115c865-c4e4-4e29-92ab-3e2047b366dd,35,high_danger_high_difficulty,blue,4,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_blue.mp4,62.0,,,38.0,3.0,1.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
48,5140-700700fb-40bd-42e4-8e9e-034ad6361588,42,low_danger_high_difficulty,green,1,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty_65.33_green.mp4,,29.0,,48.0,1.0,4.0,unlimited,high,low,0.43999999999999995,high,0.6533,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty,unlimited,unlimited_high_amplitude
49,5140-700700fb-40bd-42e4-8e9e-034ad6361588,42,high_danger_low_difficulty,red,2,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_red.mp4,,71.0,,48.0,1.0,4.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
50,5140-700700fb-40bd-42e4-8e9e-034ad6361588,42,low_danger_low_difficulty,blue,3,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_blue.mp4,,44.0,,48.0,1.0,4.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
51,5140-700700fb-40bd-42e4-8e9e-034ad6361588,42,high_danger_high_difficulty,yellow,4,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty_60.67_yellow.mp4,,62.0,,48.0,1.0,4.0,unlimited,low,high,0.47,high,0.6067,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty,unlimited,unlimited_low_amplitude
52,0950-9ca29853-b654-40ff-89ec-88ad313e9395,36,low_danger_high_difficulty,yellow,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_yellow.mp4,,0.0,,35.0,2.0,3.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
53,0950-9ca29853-b654-40ff-89ec-88ad313e9395,36,high_danger_low_difficulty,green,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_green.mp4,,17.0,,35.0,2.0,3.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
54,0950-9ca29853-b654-40ff-89ec-88ad313e9395,36,high_danger_high_difficulty,red,3,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_red.mp4,,27.0,,35.0,2.0,3.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
55,0950-9ca29853-b654-40ff-89ec-88ad313e9395,36,low_danger_low_difficulty,blue,4,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_blue.mp4,,28.0,,35.0,2.0,3.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
56,0934-c7a3a7e8-c866-4756-9743-8ebdeebc18f4,43,low_danger_high_difficulty,red,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_red.mp4,54.0,,,43.0,2.0,2.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
57,0934-c7a3a7e8-c866-4756-9743-8ebdeebc18f4,43,high_danger_low_difficulty,blue,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_blue.mp4,68.0,,,43.0,2.0,2.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
58,0934-c7a3a7e8-c866-4756-9743-8ebdeebc18f4,43,high_danger_high_difficulty,yellow,3,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_yellow.mp4,90.0,,,43.0,2.0,2.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
59,0934-c7a3a7e8-c866-4756-9743-8ebdeebc18f4,43,low_danger_low_difficulty,green,4,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_green.mp4,72.0,,,43.0,2.0,2.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
60,0808-771ddc2a-99c7-46dc-aed5-22e1d3d02607,48,low_danger_high_difficulty,blue,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_blue.mp4,,0.0,,50.0,3.0,0.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
61,0808-771ddc2a-99c7-46dc-aed5-22e1d3d02607,48,high_danger_low_difficulty,yellow,2,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_yellow.mp4,,10.0,,50.0,3.0,0.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
62,0808-771ddc2a-99c7-46dc-aed5-22e1d3d02607,48,high_danger_high_difficulty,green,3,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_green.mp4,,8.0,,50.0,3.0,0.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
63,0808-771ddc2a-99c7-46dc-aed5-22e1d3d02607,48,low_danger_low_difficulty,red,4,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_red.mp4,,0.0,,50.0,3.0,0.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
64,4087-d0f72d68-b24d-4710-a7bd-ce6092559f2b,62,low_danger_high_difficulty,yellow,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_yellow.mp4,,,32.0,59.0,0.0,3.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
65,4087-d0f72d68-b24d-4710-a7bd-ce6092559f2b,62,high_danger_low_difficulty,green,2,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_green.mp4,,,69.0,59.0,0.0,3.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
66,4087-d0f72d68-b24d-4710-a7bd-ce6092559f2b,62,high_danger_high_difficulty,red,3,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_red.mp4,,,57.0,59.0,0.0,3.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
67,4087-d0f72d68-b24d-4710-a7bd-ce6092559f2b,62,low_danger_low_difficulty,blue,4,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_blue.mp4,,,45.0,59.0,0.0,3.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
68,2405-3bc46861-43e8-409e-bfcb-fe7c4a1fb1dc,56,low_danger_high_difficulty,green,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_green.mp4,80.0,,,0.0,0.0,1.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
