,participant_id,age,agent,color,video_order,video_url,rating_enjoyment,rating_danger,rating_map_difficulty,perceived_playing_style,game_familiarity,watch_gaming_frequency,model_name,amplitude_condition,danger_condition,danger_score,map_difficulty_condition,map_difficulty_score,trajectory_unit,trajectory_model,trajectory
241,9800-1a163837-58a4-4500-b120-e9696993bf87,50,low_danger_low_difficulty,yellow,2,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_yellow.mp4,36.0,,,8.0,2.0,2.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
242,9800-1a163837-58a4-4500-b120-e9696993bf87,50,high_danger_high_difficulty,green,3,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_green.mp4,44.0,,,8.0,2.0,2.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
243,9800-1a163837-58a4-4500-b120-e9696993bf87,50,high_danger_low_difficulty,red,4,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty_46.00_red.mp4,50.0,,,8.0,2.0,2.0,mr_5_2_20,low,high,0.5,low,0.46,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
244,4744-c5ed66b0-4fc0-41c3-b561-6a4fd89f530b,37,low_danger_high_difficulty,blue,1,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty_65.33_blue.mp4,,13.0,,44.0,1.0,2.0,unlimited,high,low,0.43999999999999995,high,0.6533,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty,unlimited,unlimited_high_amplitude
245,4744-c5ed66b0-4fc0-41c3-b561-6a4fd89f530b,37,low_danger_low_difficulty,yellow,2,unlimited_trajectory_high_amplitude_low_danger_0.045_low_difficulty_53.33_yellow.mp4,,47.0,,44.0,1.0,2.0,unlimited,high,low,0.44999999999999996,low,0.5333,unlimited_trajectory_high_amplitude_low_danger_0.045_low_difficulty,unlimited,unlimited_high_amplitude
246,4744-c5ed66b0-4fc0-41c3-b561-6a4fd89f530b,37,high_danger_high_difficulty,green,3,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty_60.67_green.mp4,,66.0,,44.0,1.0,2.0,unlimited,low,high,0.47,high,0.6067,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty,unlimited,unlimited_low_amplitude
247,4744-c5ed66b0-4fc0-41c3-b561-6a4fd89f530b,37,high_danger_low_difficulty,red,4,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty_48.00_red.mp4,,74.0,,44.0,1.0,2.0,unlimited,low,high,0.47,low,0.48,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty,unlimited,unlimited_low_amplitude
248,5854-11a48e64-6215-4ce6-92ac-c6c0bd0674a5,34,low_danger_high_difficulty,red,1,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_red.mp4,85.0,,,13.0,1.0,0.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
249,5854-11a48e64-6215-4ce6-92ac-c6c0bd0674a5,34,low_danger_low_difficulty,blue,2,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_blue.mp4,72.0,,,13.0,1.0,0.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
250,5854-11a48e64-6215-4ce6-92ac-c6c0bd0674a5,34,high_danger_high_difficulty,yellow,3,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_yellow.mp4,27.0,,,13.0,1.0,0.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
251,5854-11a48e64-6215-4ce6-92ac-c6c0bd0674a5,34,high_danger_low_difficulty,green,4,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_green.mp4,23.0,,,13.0,1.0,0.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
252,7929-00c90633-9555-44f3-96ca-99732053c8c4,30,low_danger_high_difficulty,yellow,1,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty_55.67_yellow.mp4,,38.0,,69.0,3.0,4.0,mr_5_2_20,low,low,0.38,high,0.5567,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
253,7929-00c90633-9555-44f3-96ca-99732053c8c4,30,high_danger_high_difficulty,green,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_green.mp4,,18.0,,69.0,3.0,4.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
254,7929-00c90633-9555-44f3-96ca-99732053c8c4,30,high_danger_low_difficulty,red,3,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_red.mp4,,5.0,,69.0,3.0,4.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
255,7929-00c90633-9555-44f3-96ca-99732053c8c4,30,low_danger_low_difficulty,blue,4,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_blue.mp4,,0.0,,69.0,3.0,4.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
256,6262-716c6af2-6ed5-44ec-9b0a-cecf6a433bc9,33,low_danger_high_difficulty,blue,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_blue.mp4,,,6.0,57.0,2.0,3.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
257,6262-716c6af2-6ed5-44ec-9b0a-cecf6a433bc9,33,high_danger_high_difficulty,yellow,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_yellow.mp4,,,10.0,57.0,2.0,3.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
258,6262-716c6af2-6ed5-44ec-9b0a-cecf6a433bc9,33,high_danger_low_difficulty,green,3,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_green.mp4,,,40.0,57.0,2.0,3.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
259,6262-716c6af2-6ed5-44ec-9b0a-cecf6a433bc9,33,low_danger_low_difficulty,red,4,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_red.mp4,,,41.0,57.0,2.0,3.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
260,6620-8e86e51a-58e7-4e72-a54d-d37b3e35235f,51,low_danger_high_difficulty,red,1,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_red.mp4,,35.0,,25.0,0.0,0.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
261,6620-8e86e51a-58e7-4e72-a54d-d37b3e35235f,51,high_danger_high_difficulty,blue,2,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty_60.67_blue.mp4,,66.0,,25.0,0.0,0.0,unlimited,low,high,0.47,high,0.6067,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty,unlimited,unlimited_low_amplitude
262,6620-8e86e51a-58e7-4e72-a54d-d37b3e35235f,51,high_danger_low_difficulty,yellow,3,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_yellow.mp4,,40.0,,25.0,0.0,0.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
263,6620-8e86e51a-58e7-4e72-a54d-d37b3e35235f,51,low_danger_low_difficulty,green,4,unlimited_trajectory_high_amplitude_low_danger_0.045_low_difficulty_53.33_green.mp4,,27.0,,25.0,0.0,0.0,unlimited,high,low,0.44999999999999996,low,0.5333,unlimited_trajectory_high_amplitude_low_danger_0.045_low_difficulty,unlimited,unlimited_high_amplitude
264,6945-3027755f-8aae-4fb4-b83c-f4bfc407e49b,58,low_danger_high_difficulty,red,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_red.mp4,,0.0,,49.0,0.0,0.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
265,6945-3027755f-8aae-4fb4-b83c-f4bfc407e49b,58,high_danger_high_difficulty,blue,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_blue.mp4,,0.0,,49.0,0.0,0.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
266,6945-3027755f-8aae-4fb4-b83c-f4bfc407e49b,58,high_danger_low_difficulty,yellow,3,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_yellow.mp4,,0.0,,49.0,0.0,0.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
267,6945-3027755f-8aae-4fb4-b83c-f4bfc407e49b,58,low_danger_low_difficulty,green,4,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_green.mp4,,0.0,,49.0,0.0,0.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
268,0016-ad7fff2f-7b25-498d-998f-88ef5fbac8fc,31,low_danger_high_difficulty,blue,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_blue.mp4,57.0,,,0.0,2.0,3.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
269,0016-ad7fff2f-7b25-498d-998f-88ef5fbac8fc,31,high_danger_high_difficulty,yellow,2,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_yellow.mp4,77.0,,,0.0,2.0,3.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
270,0016-ad7fff2f-7b25-498d-998f-88ef5fbac8fc,31,high_danger_low_difficulty,green,3,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_green.mp4,54.0,,,0.0,2.0,3.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
271,0016-ad7fff2f-7b25-498d-998f-88ef5fbac8fc,31,low_danger_low_difficulty,red,4,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_red.mp4,38.0,,,0.0,2.0,3.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
272,5288-0a6cb83c-56b0-450f-8256-9d327b7d7bb6,35,low_danger_high_difficulty,green,1,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty_65.33_green.mp4,,20.0,,44.0,0.0,3.0,unlimited,high,low,0.43999999999999995,high,0.6533,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty,unlimited,unlimited_high_amplitude
273,5288-0a6cb83c-56b0-450f-8256-9d327b7d7bb6,35,high_danger_high_difficulty,red,2,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_red.mp4,,66.0,,44.0,0.0,3.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
274,5288-0a6cb83c-56b0-450f-8256-9d327b7d7bb6,35,high_danger_low_difficulty,blue,3,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty_48.00_blue.mp4,,93.0,,44.0,0.0,3.0,unlimited,low,high,0.47,low,0.48,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty,unlimited,unlimited_low_amplitude
275,5288-0a6cb83c-56b0-450f-8256-9d327b7d7bb6,35,low_danger_low_difficulty,yellow,4,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_yellow.mp4,,75.0,,44.0,0.0,3.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
276,9615-8de93492-2aa1-4bd0-843b-00290e30cb51,66,low_danger_high_difficulty,green,1,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_green.mp4,,,31.0,66.0,0.0,0.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
277,9615-8de93492-2aa1-4bd0-843b-00290e30cb51,66,low_danger_low_difficulty,red,2,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_red.mp4,,,29.0,66.0,0.0,0.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
278,9615-8de93492-2aa1-4bd0-843b-00290e30cb51,66,high_danger_high_difficulty,blue,3,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_blue.mp4,,,28.0,66.0,0.0,0.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
279,9615-8de93492-2aa1-4bd0-843b-00290e30cb51,66,high_danger_low_difficulty,yellow,4,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_yellow.mp4,,,27.0,66.0,0.0,0.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
280,8025-0c443d75-a841-4845-a88a-b36672628642,28,low_danger_high_difficulty,green,1,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty_55.67_green.mp4,,,27.0,31.0,0.0,1.0,mr_5_2_20,low,low,0.38,high,0.5567,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
281,8025-0c443d75-a841-4845-a88a-b36672628642,28,high_danger_high_difficulty,red,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_red.mp4,,,30.0,31.0,0.0,1.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
282,8025-0c443d75-a841-4845-a88a-b36672628642,28,high_danger_low_difficulty,blue,3,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_blue.mp4,,,59.0,31.0,0.0,1.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
283,8025-0c443d75-a841-4845-a88a-b36672628642,28,low_danger_low_difficulty,yellow,4,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_yellow.mp4,,,61.0,31.0,0.0,1.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
284,7691-591498db-b7fc-4736-89e7-2de940865a96,22,low_danger_high_difficulty,red,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_red.mp4,,,66.0,36.0,2.0,0.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
285,7691-591498db-b7fc-4736-89e7-2de940865a96,22,high_danger_high_difficulty,blue,2,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_blue.mp4,,,41.0,36.0,2.0,0.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
286,7691-591498db-b7fc-4736-89e7-2de940865a96,22,high_danger_low_difficulty,yellow,3,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_yellow.mp4,,,23.0,36.0,2.0,0.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
287,7691-591498db-b7fc-4736-89e7-2de940865a96,22,low_danger_low_difficulty,green,4,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_green.mp4,,,53.0,36.0,2.0,0.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
288,0045-828db4b7-324e-4b8a-a1c6-8a1b214e049b,40,low_danger_high_difficulty,blue,1,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty_55.67_blue.mp4,,,18.0,3.0,0.0,1.0,mr_5_2_20,low,low,0.38,high,0.5567,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
289,0045-828db4b7-324e-4b8a-a1c6-8a1b214e049b,40,high_danger_high_difficulty,yellow,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_yellow.mp4,,,9.0,3.0,0.0,1.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
290,0045-828db4b7-324e-4b8a-a1c6-8a1b214e049b,40,low_danger_low_difficulty,green,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_green.mp4,,,38.0,3.0,0.0,1.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
291,0045-828db4b7-324e-4b8a-a1c6-8a1b214e049b,40,high_danger_low_difficulty,red,4,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_red.mp4,,,55.0,3.0,0.0,1.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
292,8104-8d78c988-3f8f-4ca7-8461-20c446f5c0fe,66,low_danger_high_difficulty,red,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_red.mp4,42.0,,,0.0,0.0,1.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
293,8104-8d78c988-3f8f-4ca7-8461-20c446f5c0fe,66,high_danger_high_difficulty,blue,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_blue.mp4,41.0,,,0.0,0.0,1.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
294,8104-8d78c988-3f8f-4ca7-8461-20c446f5c0fe,66,low_danger_low_difficulty,yellow,3,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_yellow.mp4,41.0,,,0.0,0.0,1.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
295,8104-8d78c988-3f8f-4ca7-8461-20c446f5c0fe,66,high_danger_low_difficulty,green,4,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_green.mp4,42.0,,,0.0,0.0,1.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
296,3190-3ec9ee30-f324-4033-a215-50b7e5207c8b,64,low_danger_high_difficulty,green,1,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_green.mp4,,3.0,,1.0,0.0,0.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
297,3190-3ec9ee30-f324-4033-a215-50b7e5207c8b,64,high_danger_high_difficulty,red,2,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_red.mp4,,8.0,,1.0,0.0,0.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
298,3190-3ec9ee30-f324-4033-a215-50b7e5207c8b,64,high_danger_low_difficulty,blue,3,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_blue.mp4,,3.0,,1.0,0.0,0.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
299,3190-3ec9ee30-f324-4033-a215-50b7e5207c8b,64,low_danger_low_difficulty,yellow,4,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_yellow.mp4,,5.0,,1.0,0.0,0.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
300,9042-13d58ffa-a389-4319-af95-072b13a5b288,44,low_danger_high_difficulty,green,1,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_green.mp4,,,38.0,54.0,1.0,4.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
301,9042-13d58ffa-a389-4319-af95-072b13a5b288,44,high_danger_high_difficulty,red,2,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_red.mp4,,,46.0,54.0,1.0,4.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
302,9042-13d58ffa-a389-4319-af95-072b13a5b288,44,low_danger_low_difficulty,blue,3,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_blue.mp4,,,43.0,54.0,1.0,4.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
303,9042-13d58ffa-a389-4319-af95-072b13a5b288,44,high_danger_low_difficulty,yellow,4,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_yellow.mp4,,,44.0,54.0,1.0,4.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
304,2703-b2f86b56-5140-403f-b030-8d7b8b07499b,59,low_danger_high_difficulty,red,1,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty_65.33_red.mp4,,,29.0,23.0,0.0,2.0,unlimited,high,low,0.43999999999999995,high,0.6533,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty,unlimited,unlimited_high_amplitude
305,2703-b2f86b56-5140-403f-b030-8d7b8b07499b,59,high_danger_high_difficulty,blue,2,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_blue.mp4,,,21.0,23.0,0.0,2.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
306,2703-b2f86b56-5140-403f-b030-8d7b8b07499b,59,high_danger_low_difficulty,yellow,3,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty_48.00_yellow.mp4,,,20.0,23.0,0.0,2.0,unlimited,low,high,0.47,low,0.48,unlimited_trajectory_low_amplitude_high_danger_0.047_low_difficulty,unlimited,unlimited_low_amplitude
307,2703-b2f86b56-5140-403f-b030-8d7b8b07499b,59,low_danger_low_difficulty,green,4,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_green.mp4,,,24.0,23.0,0.0,2.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
308,6908-727c4af3-e39b-431e-b9e9-da9f4c4b475d,61,low_danger_high_difficulty,yellow,1,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_yellow.mp4,55.0,,,54.0,0.0,0.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
309,6908-727c4af3-e39b-431e-b9e9-da9f4c4b475d,61,high_danger_high_difficulty,green,2,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty_60.67_green.mp4,56.0,,,54.0,0.0,0.0,unlimited,low,high,0.47,high,0.6067,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty,unlimited,unlimited_low_amplitude
310,6908-727c4af3-e39b-431e-b9e9-da9f4c4b475d,61,high_danger_low_difficulty,red,3,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_red.mp4,64.0,,,54.0,0.0,0.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
